"Titre de tracé : C6 SCJ Mur Sud"
"#","Date Heure, GMT+01:00","Temp., °C (LGR S/N: 9913037, SEN S/N: 9913037)","HR, % (LGR S/N: 9913037, SEN S/N: 9913037)","PtRosée, °C (LGR S/N: 9913037, SEN S/N: 9913037)"
1141,03/27/21 08:00:00 AM,8.779,67.65,3.14
1142,03/27/21 10:00:00 AM,8.978,64.60,2.68
1143,03/27/21 12:00:00 PM,9.275,62.45,2.48
1144,03/27/21 02:00:00 PM,9.472,61.88,2.54
1145,03/27/21 04:00:00 PM,9.472,61.66,2.49
1146,03/27/21 06:00:00 PM,9.472,59.51,1.99
1147,03/27/21 08:00:00 PM,9.176,62.30,2.35
1148,03/27/21 10:00:00 PM,8.879,61.70,1.94
1149,03/28/21 12:00:00 AM,8.581,60.83,1.46
1150,03/28/21 02:00:00 AM,8.382,60.09,1.10
1151,03/28/21 04:00:00 AM,8.282,59.23,0.80
1152,03/28/21 06:00:00 AM,8.082,58.32,0.40
1153,03/28/21 08:00:00 AM,8.082,58.07,0.34
1154,03/28/21 10:00:00 AM,8.680,58.32,0.97
1155,03/28/21 12:00:00 PM,9.275,58.29,1.52
1156,03/28/21 02:00:00 PM,9.669,59.41,2.15
1157,03/28/21 04:00:00 PM,9.965,59.14,2.37
1158,03/28/21 06:00:00 PM,9.866,59.94,2.46
1159,03/28/21 08:00:00 PM,9.472,60.39,2.20
1160,03/28/21 10:00:00 PM,9.176,61.52,2.18
1161,03/29/21 12:00:00 AM,8.879,61.27,1.84
1162,03/29/21 02:00:00 AM,8.779,61.08,1.70
1163,03/29/21 04:00:00 AM,8.581,61.13,1.53
1164,03/29/21 06:00:00 AM,8.481,60.85,1.37
1165,03/29/21 08:00:00 AM,8.581,60.47,1.38
1166,03/29/21 10:00:00 AM,8.978,60.83,1.83
1167,03/29/21 12:00:00 PM,9.866,62.97,3.16
1168,03/29/21 02:00:00 PM,10.455,63.86,3.92
1169,03/29/21 04:00:00 PM,10.651,63.16,3.94
1170,03/29/21 06:00:00 PM,10.846,63.24,4.15
1171,03/29/21 08:00:00 PM,10.846,63.31,4.16
1172,03/29/21 10:00:00 PM,10.357,65.00,4.07
1173,03/30/21 12:00:00 AM,10.063,64.85,3.76
1174,03/30/21 02:00:00 AM,9.965,63.77,3.43
1175,03/30/21 04:00:00 AM,9.965,63.77,3.43
1176,03/30/21 06:00:00 AM,9.866,62.66,3.09
1177,03/30/21 08:00:00 AM,9.965,62.82,3.22
1178,03/30/21 10:00:00 AM,10.553,64.81,4.22
1179,03/30/21 12:00:00 PM,11.334,65.47,5.11
1180,03/30/21 02:00:00 PM,11.916,67.21,6.04
1181,03/30/21 04:00:00 PM,12.304,64.80,5.88
1182,03/30/21 06:00:00 PM,12.594,57.84,4.52
1183,03/30/21 08:00:00 PM,12.207,61.33,5.00
1184,03/30/21 10:00:00 PM,11.722,61.97,4.69
1185,03/31/21 12:00:00 AM,11.431,62.23,4.47
1186,03/31/21 02:00:00 AM,11.334,63.00,4.56
1187,03/31/21 04:00:00 AM,11.236,64.02,4.69
1188,03/31/21 06:00:00 AM,11.041,63.93,4.49
1189,03/31/21 08:00:00 AM,11.236,61.45,4.11
1190,03/31/21 10:00:00 AM,11.916,63.12,5.14
1191,03/31/21 12:00:00 PM,12.787,63.96,6.15
1192,03/31/21 02:00:00 PM,13.269,63.56,6.52
1193,03/31/21 04:00:00 PM,13.558,56.16,5.00
1194,03/31/21 06:00:00 PM,13.750,51.71,4.00
1195,03/31/21 08:00:00 PM,13.365,56.82,4.99
1196,03/31/21 10:00:00 PM,12.980,57.60,4.82
1197,04/01/21 12:00:00 AM,12.787,57.69,4.67
1198,04/01/21 02:00:00 AM,12.594,58.30,4.64
1199,04/01/21 04:00:00 AM,12.401,59.28,4.69
1200,04/01/21 06:00:00 AM,12.110,58.34,4.19
1201,04/01/21 08:00:00 AM,12.110,57.34,3.95
1202,04/01/21 10:00:00 AM,12.594,55.69,3.98
1203,04/01/21 12:00:00 PM,13.461,58.71,5.55
1204,04/01/21 02:00:00 PM,14.038,57.92,5.90
1205,04/01/21 04:00:00 PM,14.134,55.75,5.44
1206,04/01/21 06:00:00 PM,14.230,53.97,5.06
1207,04/01/21 08:00:00 PM,13.846,52.20,4.22
1208,04/01/21 10:00:00 PM,13.365,54.52,4.40
1209,04/02/21 12:00:00 AM,13.076,55.47,4.38
1210,04/02/21 02:00:00 AM,12.883,55.45,4.19
1211,04/02/21 04:00:00 AM,12.690,55.22,3.95
1212,04/02/21 06:00:00 AM,12.497,55.48,3.84
1213,04/02/21 08:00:00 AM,12.594,54.63,3.71
1214,04/02/21 10:00:00 AM,13.173,52.47,3.67
1215,04/02/21 12:00:00 PM,14.038,54.06,4.91
1216,04/02/21 02:00:00 PM,14.709,57.94,6.53
1217,04/02/21 04:00:00 PM,14.996,55.98,6.30
1218,04/02/21 06:00:00 PM,14.900,55.21,6.01
1219,04/02/21 08:00:00 PM,14.517,57.99,6.36
1220,04/02/21 10:00:00 PM,14.134,58.24,6.07
1221,04/03/21 12:00:00 AM,13.654,54.29,4.61
1222,04/03/21 02:00:00 AM,13.269,52.82,3.86
1223,04/03/21 04:00:00 AM,13.076,52.46,3.58
1224,04/03/21 06:00:00 AM,12.883,52.59,3.44
1225,04/03/21 08:00:00 AM,12.690,52.13,3.14
1226,04/03/21 10:00:00 AM,12.787,52.90,3.43
1227,04/03/21 12:00:00 PM,13.173,53.90,4.06
1228,04/03/21 02:00:00 PM,13.365,47.06,2.32
1229,04/03/21 04:00:00 PM,13.269,46.22,1.98
1230,04/03/21 06:00:00 PM,13.076,45.71,1.65
1231,04/03/21 08:00:00 PM,12.883,47.97,2.14
1232,04/03/21 10:00:00 PM,12.690,47.22,1.75
1233,04/04/21 12:00:00 AM,12.401,47.43,1.54
1234,04/04/21 02:00:00 AM,12.013,47.91,1.33
1235,04/04/21 04:00:00 AM,11.625,48.19,1.05
1236,04/04/21 06:00:00 AM,11.334,47.74,0.66
1237,04/04/21 08:00:00 AM,11.431,47.44,0.66
1238,04/04/21 10:00:00 AM,11.625,47.47,0.84
1239,04/04/21 12:00:00 PM,12.110,47.91,1.42
1240,04/04/21 02:00:00 PM,12.207,47.19,1.30
1241,04/04/21 04:00:00 PM,12.207,46.23,1.01
1242,04/04/21 06:00:00 PM,12.207,46.32,1.04
1243,04/04/21 08:00:00 PM,11.916,49.81,1.78
1244,04/04/21 10:00:00 PM,11.528,49.81,1.42
1245,04/05/21 12:00:00 AM,11.139,49.74,1.05
1246,04/05/21 02:00:00 AM,10.846,49.41,0.68
1247,04/05/21 04:00:00 AM,10.651,49.35,0.48
1248,04/05/21 06:00:00 AM,10.455,49.84,0.44
1249,04/05/21 08:00:00 AM,10.553,49.81,0.52
1250,04/05/21 10:00:00 AM,10.944,49.81,0.88
1251,04/05/21 12:00:00 PM,11.431,51.26,1.73
1252,04/05/21 02:00:00 PM,11.722,52.02,2.21
1253,04/05/21 04:00:00 PM,11.916,49.16,1.60
1254,04/05/21 06:00:00 PM,11.916,49.07,1.57
1255,04/05/21 08:00:00 PM,11.819,53.43,2.67
1256,04/05/21 10:00:00 PM,11.528,53.84,2.51
1257,04/06/21 12:00:00 AM,11.236,52.27,1.82
1258,04/06/21 02:00:00 AM,10.748,52.32,1.39
1259,04/06/21 04:00:00 AM,10.455,47.37,-0.26
1260,04/06/21 06:00:00 AM,10.259,46.63,-0.65
1261,04/06/21 08:00:00 AM,10.161,44.43,-1.40
1262,04/06/21 10:00:00 AM,10.161,40.71,-2.58
1263,04/06/21 12:00:00 PM,10.357,39.41,-2.85
1264,04/06/21 02:00:00 PM,10.357,38.93,-3.01
1265,04/06/21 04:00:00 PM,10.161,38.99,-3.16
1266,04/06/21 06:00:00 PM,9.965,38.09,-3.66
1267,04/06/21 08:00:00 PM,9.669,39.87,-3.31
1268,04/06/21 10:00:00 PM,9.373,41.72,-2.97
1269,04/07/21 12:00:00 AM,8.978,42.53,-3.07
1270,04/07/21 02:00:00 AM,8.879,44.27,-2.62
1271,04/07/21 04:00:00 AM,8.779,46.43,-2.07
1272,04/07/21 06:00:00 AM,8.581,45.93,-2.39
1273,04/07/21 08:00:00 AM,8.481,46.59,-2.29
1274,04/07/21 10:00:00 AM,8.779,44.27,-2.71
1275,04/07/21 12:00:00 PM,8.879,42.50,-3.17
1276,04/07/21 02:00:00 PM,8.978,41.22,-3.49
1277,04/07/21 04:00:00 PM,8.779,40.96,-3.75
1278,04/07/21 06:00:00 PM,8.680,40.66,-3.94
1279,04/07/21 08:00:00 PM,8.481,44.00,-3.06
1280,04/07/21 10:00:00 PM,7.983,45.47,-3.08
1281,04/08/21 12:00:00 AM,7.682,45.30,-3.40
1282,04/08/21 02:00:00 AM,7.280,45.74,-3.64
1283,04/08/21 04:00:00 AM,7.079,46.11,-3.72
1284,04/08/21 06:00:00 AM,6.674,45.88,-4.15
1285,04/08/21 08:00:00 AM,6.775,45.67,-4.12
1286,04/08/21 10:00:00 AM,7.280,45.74,-3.64
1287,04/08/21 12:00:00 PM,7.782,44.43,-3.57
1288,04/08/21 02:00:00 PM,8.182,44.32,-3.24
1289,04/08/21 04:00:00 PM,8.182,43.36,-3.53
1290,04/08/21 06:00:00 PM,8.182,39.75,-4.69
1291,04/08/21 08:00:00 PM,7.983,41.67,-4.24
1292,04/08/21 10:00:00 PM,7.882,44.83,-3.36
1293,04/09/21 12:00:00 AM,7.882,50.84,-1.66
1294,04/09/21 02:00:00 AM,7.882,52.78,-1.15
1295,04/09/21 04:00:00 AM,7.782,53.99,-0.94
1296,04/09/21 06:00:00 AM,7.782,57.86,0.01
1297,04/09/21 08:00:00 AM,7.882,59.20,0.42
1298,04/09/21 10:00:00 AM,8.481,58.47,0.81
1299,04/09/21 12:00:00 PM,9.176,57.39,1.21
1300,04/09/21 02:00:00 PM,9.472,57.72,1.56
1301,04/09/21 04:00:00 PM,9.373,59.49,1.89
1302,04/09/21 06:00:00 PM,9.176,59.22,1.64
1303,04/09/21 08:00:00 PM,8.978,53.56,0.07
1304,04/09/21 10:00:00 PM,8.978,51.89,-0.37
1305,04/10/21 12:00:00 AM,8.879,51.29,-0.62
1306,04/10/21 02:00:00 AM,8.879,55.16,0.38
1307,04/10/21 04:00:00 AM,8.879,53.72,0.02
1308,04/10/21 06:00:00 AM,8.978,56.83,0.89
1309,04/10/21 08:00:00 AM,9.077,58.43,1.36
1310,04/10/21 10:00:00 AM,9.275,57.07,1.22
1311,04/10/21 12:00:00 PM,9.866,56.58,1.66
1312,04/10/21 02:00:00 PM,10.063,57.01,1.95
1313,04/10/21 04:00:00 PM,10.063,57.51,2.07
1314,04/10/21 06:00:00 PM,9.965,59.14,2.37
1315,04/10/21 08:00:00 PM,9.965,59.77,2.52
1316,04/10/21 10:00:00 PM,9.866,61.07,2.73
1317,04/11/21 12:00:00 AM,9.866,62.66,3.09
1318,04/11/21 02:00:00 AM,9.768,63.62,3.21
1319,04/11/21 04:00:00 AM,9.768,65.35,3.59
1320,04/11/21 06:00:00 AM,9.768,66.12,3.76
1321,04/11/21 08:00:00 AM,9.965,65.31,3.77
1322,04/11/21 10:00:00 AM,10.259,65.17,4.02
1323,04/11/21 12:00:00 PM,10.553,65.56,4.38
1324,04/11/21 02:00:00 PM,10.651,64.36,4.21
1325,04/11/21 04:00:00 PM,10.651,63.75,4.08
1326,04/11/21 06:00:00 PM,10.357,68.94,4.92
1327,04/11/21 08:00:00 PM,9.965,68.42,4.43
1328,04/11/21 10:00:00 PM,9.768,67.45,4.04
1329,04/12/21 12:00:00 AM,9.669,67.56,3.97
1330,04/12/21 02:00:00 AM,9.472,67.33,3.73
1331,04/12/21 04:00:00 AM,9.373,66.52,3.47
1332,04/12/21 06:00:00 AM,9.275,65.68,3.19
1333,04/12/21 08:00:00 AM,9.275,65.09,3.07
1334,04/12/21 10:00:00 AM,9.275,61.99,2.38
1335,04/12/21 12:00:00 PM,9.275,60.14,1.95
1336,04/12/21 02:00:00 PM,9.275,57.36,1.29
1337,04/12/21 04:00:00 PM,9.275,57.07,1.22
1338,04/12/21 06:00:00 PM,9.176,57.55,1.25
1339,04/12/21 08:00:00 PM,9.077,58.88,1.47
1340,04/12/21 10:00:00 PM,8.879,60.35,1.63
1341,04/13/21 12:00:00 AM,8.481,60.50,1.29
1342,04/13/21 02:00:00 AM,8.282,60.55,1.11
1343,04/13/21 04:00:00 AM,8.082,60.70,0.96
1344,04/13/21 06:00:00 AM,7.882,60.41,0.70
1345,04/13/21 08:00:00 AM,8.082,61.95,1.24
1346,04/13/21 10:00:00 AM,8.382,60.04,1.09
1347,04/13/21 12:00:00 PM,8.581,59.28,1.10
1348,04/13/21 02:00:00 PM,8.680,58.94,1.11
1349,04/13/21 04:00:00 PM,8.581,58.44,0.90
1350,04/13/21 06:00:00 PM,8.481,58.90,0.92
1351,04/13/21 08:00:00 PM,8.382,60.78,1.26
1352,04/13/21 10:00:00 PM,8.282,61.69,1.37
1353,04/14/21 12:00:00 AM,7.882,61.95,1.05
1354,04/14/21 02:00:00 AM,7.582,61.34,0.63
1355,04/14/21 04:00:00 AM,7.280,60.81,0.22
1356,04/14/21 06:00:00 AM,7.079,60.29,-0.08
1357,04/14/21 08:00:00 AM,7.280,61.78,0.44
1358,04/14/21 10:00:00 AM,7.582,62.02,0.78
1359,04/14/21 12:00:00 PM,7.983,61.03,0.94
1360,04/14/21 02:00:00 PM,8.082,58.53,0.45
1361,04/14/21 04:00:00 PM,8.082,56.21,-0.11
1362,04/14/21 06:00:00 PM,7.983,57.24,0.05
1363,04/14/21 08:00:00 PM,7.882,59.16,0.41
1364,04/14/21 10:00:00 PM,7.782,59.87,0.48
1365,04/15/21 12:00:00 AM,7.582,60.01,0.33
1366,04/15/21 02:00:00 AM,7.280,59.59,-0.06
1367,04/15/21 04:00:00 AM,7.079,59.92,-0.17
1368,04/15/21 06:00:00 AM,6.775,59.64,-0.52
1369,04/15/21 08:00:00 AM,6.978,60.51,-0.13
1370,04/15/21 10:00:00 AM,7.280,61.94,0.48
1371,04/15/21 12:00:00 PM,7.682,58.56,0.08
1372,04/15/21 02:00:00 PM,7.782,58.11,0.07
1373,04/15/21 04:00:00 PM,7.882,53.99,-0.84
1374,04/15/21 06:00:00 PM,7.682,57.05,-0.28
1375,04/15/21 08:00:00 PM,7.682,58.51,0.07
1376,04/15/21 10:00:00 PM,7.582,59.02,0.10
1377,04/16/21 12:00:00 AM,7.381,59.43,0.00
1378,04/16/21 02:00:00 AM,7.079,59.46,-0.27
1379,04/16/21 04:00:00 AM,6.877,59.83,-0.38
1380,04/16/21 06:00:00 AM,6.674,59.71,-0.60
1381,04/16/21 08:00:00 AM,6.978,59.81,-0.29
1382,04/16/21 10:00:00 AM,7.079,60.10,-0.13
1383,04/16/21 12:00:00 PM,7.280,60.91,0.25
1384,04/16/21 02:00:00 PM,7.381,60.84,0.33
1385,04/16/21 04:00:00 PM,7.481,60.66,0.38
1386,04/16/21 06:00:00 PM,7.381,63.44,0.90
1387,04/16/21 08:00:00 PM,7.381,64.24,1.08
1388,04/16/21 10:00:00 PM,7.280,61.62,0.41
1389,04/17/21 12:00:00 AM,7.179,61.75,0.34
1390,04/17/21 02:00:00 AM,6.978,61.80,0.16
1391,04/17/21 04:00:00 AM,6.775,61.86,-0.02
1392,04/17/21 06:00:00 AM,6.674,62.31,-0.01
1393,04/17/21 08:00:00 AM,6.775,62.01,0.02
1394,04/17/21 10:00:00 AM,6.978,61.86,0.17
1395,04/17/21 12:00:00 PM,7.179,61.75,0.34
1396,04/17/21 02:00:00 PM,7.280,62.26,0.55
1397,04/17/21 04:00:00 PM,7.582,59.19,0.14
1398,04/17/21 06:00:00 PM,7.481,58.83,-0.04
1399,04/17/21 08:00:00 PM,7.381,56.86,-0.60
1400,04/17/21 10:00:00 PM,7.381,62.57,0.71
1401,04/18/21 12:00:00 AM,7.280,64.45,1.03
1402,04/18/21 02:00:00 AM,7.280,65.53,1.26
1403,04/18/21 04:00:00 AM,7.079,64.76,0.90
1404,04/18/21 06:00:00 AM,6.978,64.85,0.83
1405,04/18/21 08:00:00 AM,7.179,65.77,1.21
1406,04/18/21 10:00:00 AM,7.280,65.60,1.28
1407,04/18/21 12:00:00 PM,7.582,64.85,1.40
1408,04/18/21 02:00:00 PM,7.582,65.26,1.49
1409,04/18/21 04:00:00 PM,7.682,65.59,1.65
1410,04/18/21 06:00:00 PM,7.682,65.88,1.72
1411,04/18/21 08:00:00 PM,7.682,66.10,1.76
1412,04/18/21 10:00:00 PM,7.582,66.97,1.85
1413,04/19/21 12:00:00 AM,7.381,66.47,1.55
1414,04/19/21 02:00:00 AM,7.381,67.58,1.79
1415,04/19/21 04:00:00 AM,7.280,67.44,1.66
1416,04/19/21 06:00:00 AM,7.079,65.94,1.15
1417,04/19/21 08:00:00 AM,7.481,66.52,1.66
1418,04/19/21 10:00:00 AM,7.782,65.78,1.79
1419,04/19/21 12:00:00 PM,8.282,65.03,2.11
1420,04/19/21 02:00:00 PM,8.978,60.17,1.68
1421,04/19/21 04:00:00 PM,9.373,55.91,1.03
1422,04/19/21 06:00:00 PM,9.176,55.77,0.81
1423,04/19/21 08:00:00 PM,8.779,56.93,0.72
1424,04/19/21 10:00:00 PM,8.382,63.32,1.83
1425,04/20/21 12:00:00 AM,8.082,64.67,1.84
1426,04/20/21 02:00:00 AM,7.882,65.05,1.73
1427,04/20/21 04:00:00 AM,7.782,65.07,1.64
1428,04/20/21 06:00:00 AM,7.582,64.85,1.40
1429,04/20/21 08:00:00 AM,7.983,65.81,1.99
1430,04/20/21 10:00:00 AM,8.581,64.62,2.30
1431,04/20/21 12:00:00 PM,9.965,66.00,3.92
1432,04/20/21 02:00:00 PM,10.651,62.11,3.71
1433,04/20/21 04:00:00 PM,10.944,55.84,2.48
1434,04/20/21 06:00:00 PM,11.041,52.29,1.65
1435,04/20/21 08:00:00 PM,10.259,56.39,1.98
1436,04/20/21 10:00:00 PM,9.571,63.35,2.96
1437,04/21/21 12:00:00 AM,9.669,64.04,3.21
1438,04/21/21 02:00:00 AM,9.571,67.31,3.82
1439,04/21/21 04:00:00 AM,9.373,69.02,3.99
1440,04/21/21 06:00:00 AM,9.275,69.76,4.05
1441,04/21/21 08:00:00 AM,9.373,70.07,4.20
1442,04/21/21 10:00:00 AM,9.669,68.48,4.16
1443,04/21/21 12:00:00 PM,9.866,68.35,4.32
1444,04/21/21 02:00:00 PM,9.866,69.44,4.55
1445,04/21/21 04:00:00 PM,9.965,69.12,4.58
1446,04/21/21 06:00:00 PM,9.965,69.43,4.64
1447,04/21/21 08:00:00 PM,9.866,70.77,4.82
1448,04/21/21 10:00:00 PM,9.768,71.77,4.93
1449,04/22/21 12:00:00 AM,9.768,72.42,5.06
1450,04/22/21 02:00:00 AM,9.768,72.83,5.14
1451,04/22/21 04:00:00 AM,9.669,72.99,5.07
1452,04/22/21 06:00:00 AM,9.472,71.44,4.58
1453,04/22/21 08:00:00 AM,9.571,71.30,4.64
1454,04/22/21 10:00:00 AM,10.161,73.21,5.59
1455,04/22/21 12:00:00 PM,11.431,81.03,8.30
1456,04/22/21 02:00:00 PM,11.819,79.34,8.37
1457,04/22/21 04:00:00 PM,12.013,72.80,7.30
1458,04/22/21 06:00:00 PM,11.916,67.30,6.06
1459,04/22/21 08:00:00 PM,11.334,69.18,5.90
1460,04/22/21 10:00:00 PM,10.846,70.97,5.80
1461,04/23/21 12:00:00 AM,10.553,70.66,5.46
1462,04/23/21 02:00:00 AM,10.357,70.23,5.18
1463,04/23/21 04:00:00 AM,10.063,69.51,4.75
1464,04/23/21 06:00:00 AM,9.965,69.02,4.56
1465,04/23/21 08:00:00 AM,10.357,68.94,4.92
1466,04/23/21 10:00:00 AM,10.651,68.49,5.10
1467,04/23/21 12:00:00 PM,11.916,71.43,6.93
1468,04/23/21 02:00:00 PM,12.787,66.76,6.77
1469,04/23/21 04:00:00 PM,12.980,54.79,4.11
1470,04/23/21 06:00:00 PM,13.269,50.27,3.16
1471,04/23/21 08:00:00 PM,12.207,56.71,3.88
1472,04/23/21 10:00:00 PM,11.625,63.26,4.89
1473,04/24/21 12:00:00 AM,11.334,65.16,5.04
1474,04/24/21 02:00:00 AM,11.041,65.00,4.73
1475,04/24/21 04:00:00 AM,10.846,65.19,4.58
1476,04/24/21 06:00:00 AM,10.748,64.77,4.40
1477,04/24/21 08:00:00 AM,11.139,64.11,4.62
1478,04/24/21 10:00:00 AM,11.528,62.95,4.73
1479,04/24/21 12:00:00 PM,12.690,64.42,6.16
1480,04/24/21 02:00:00 PM,13.461,61.26,6.16
1481,04/24/21 04:00:00 PM,13.942,53.09,4.56
1482,04/24/21 06:00:00 PM,13.558,53.09,4.20
1483,04/24/21 08:00:00 PM,13.750,50.58,3.69
1484,04/24/21 10:00:00 PM,13.269,50.37,3.19
1485,04/25/21 12:00:00 AM,12.690,58.04,4.66
1486,04/25/21 02:00:00 AM,12.304,61.42,5.11
1487,04/25/21 04:00:00 AM,12.110,62.43,5.16
1488,04/25/21 06:00:00 AM,12.013,62.97,5.19
1489,04/25/21 08:00:00 AM,12.304,61.60,5.15
1490,04/25/21 10:00:00 AM,12.787,61.18,5.51
1491,04/25/21 12:00:00 PM,14.230,59.43,6.45
1492,04/25/21 02:00:00 PM,14.230,57.97,6.09
1493,04/25/21 04:00:00 PM,14.709,53.53,5.39
1494,04/25/21 06:00:00 PM,14.900,48.32,4.10
1495,04/25/21 08:00:00 PM,14.325,53.20,4.94
1496,04/25/21 10:00:00 PM,13.942,56.19,5.37
1497,04/26/21 12:00:00 AM,13.558,59.34,5.80
1498,04/26/21 02:00:00 AM,13.461,60.85,6.07
1499,04/26/21 04:00:00 AM,13.365,63.26,6.54
1500,04/26/21 06:00:00 AM,13.269,65.30,6.91
1501,04/26/21 08:00:00 AM,13.365,64.27,6.77
1502,04/26/21 10:00:00 AM,13.654,62.59,6.66
1503,04/26/21 12:00:00 PM,14.230,62.72,7.24
1504,04/26/21 02:00:00 PM,14.613,63.26,7.72
1505,04/26/21 04:00:00 PM,14.421,63.89,7.69
1506,04/26/21 06:00:00 PM,14.230,63.42,7.40
1507,04/26/21 08:00:00 PM,14.134,63.88,7.41
1508,04/26/21 10:00:00 PM,13.750,65.61,7.44
1509,04/27/21 12:00:00 AM,13.654,65.72,7.37
1510,04/27/21 02:00:00 AM,13.461,66.45,7.35
1511,04/27/21 04:00:00 AM,13.365,66.56,7.28
1512,04/27/21 06:00:00 AM,13.365,67.01,7.38
1513,04/27/21 08:00:00 AM,13.461,67.09,7.49
1514,04/27/21 10:00:00 AM,13.654,66.23,7.49
1515,04/27/21 12:00:00 PM,14.038,64.98,7.57
1516,04/27/21 02:00:00 PM,14.517,64.25,7.86
1517,04/27/21 04:00:00 PM,14.996,59.62,7.22
1518,04/27/21 06:00:00 PM,15.091,55.61,6.29
1519,04/27/21 08:00:00 PM,14.804,57.20,6.43
1520,04/27/21 10:00:00 PM,14.517,63.14,7.61
1521,04/28/21 12:00:00 AM,14.325,63.26,7.45
1522,04/28/21 02:00:00 AM,14.134,66.14,7.92
1523,04/28/21 04:00:00 AM,14.038,66.24,7.85
1524,04/28/21 06:00:00 AM,14.134,64.10,7.46
1525,04/28/21 08:00:00 AM,14.134,67.25,8.17
1526,04/28/21 10:00:00 AM,14.325,68.43,8.61
1527,04/28/21 12:00:00 PM,14.421,70.14,9.06
1528,04/28/21 02:00:00 PM,14.421,68.74,8.76
1529,04/28/21 04:00:00 PM,14.517,68.50,8.81
1530,04/28/21 06:00:00 PM,14.421,69.77,8.99
1531,04/28/21 08:00:00 PM,14.325,70.03,8.95
1532,04/28/21 10:00:00 PM,14.230,70.67,8.99
1533,04/29/21 12:00:00 AM,14.134,69.24,8.60
1534,04/29/21 02:00:00 AM,13.942,68.61,8.28
1535,04/29/21 04:00:00 AM,13.846,67.50,7.95
1536,04/29/21 06:00:00 AM,13.750,67.13,7.77
1537,04/29/21 08:00:00 AM,13.750,66.57,7.65
1538,04/29/21 10:00:00 AM,13.942,67.58,8.05
1539,04/29/21 12:00:00 PM,14.325,66.83,8.26
1540,04/29/21 02:00:00 PM,14.230,67.72,8.36
1541,04/29/21 04:00:00 PM,14.038,68.38,8.32
1542,04/29/21 06:00:00 PM,13.750,68.01,7.97
1543,04/29/21 08:00:00 PM,13.558,67.65,7.70
1544,04/29/21 10:00:00 PM,13.461,67.47,7.57
1545,04/30/21 12:00:00 AM,13.365,67.49,7.49
1546,04/30/21 02:00:00 AM,13.269,67.70,7.44
1547,04/30/21 04:00:00 AM,13.173,67.82,7.37
1548,04/30/21 06:00:00 AM,13.076,67.26,7.16
1549,04/30/21 08:00:00 AM,12.980,68.67,7.37
1550,04/30/21 10:00:00 AM,12.883,68.48,7.24
1551,04/30/21 12:00:00 PM,12.883,68.59,7.26
1552,04/30/21 02:00:00 PM,12.787,68.40,7.13
1553,04/30/21 04:00:00 PM,12.787,68.09,7.06
1554,04/30/21 06:00:00 PM,12.787,68.50,7.15
1555,04/30/21 08:00:00 PM,12.690,68.83,7.13
1556,04/30/21 10:00:00 PM,12.594,69.73,7.23
1557,05/01/21 12:00:00 AM,12.497,70.10,7.21
1558,05/01/21 02:00:00 AM,12.304,70.49,7.10
1559,05/01/21 04:00:00 AM,12.207,70.63,7.04
1560,05/01/21 06:00:00 AM,12.110,70.76,6.98
1561,05/01/21 08:00:00 AM,12.013,71.16,6.96
1562,05/01/21 10:00:00 AM,12.013,71.03,6.94
1563,05/01/21 12:00:00 PM,12.013,71.16,6.96
1564,05/01/21 02:00:00 PM,11.916,71.69,6.98
1565,05/01/21 04:00:00 PM,11.916,72.52,7.15
1566,05/01/21 06:00:00 PM,11.916,72.38,7.12
1567,05/01/21 08:00:00 PM,11.722,73.13,7.08
1568,05/01/21 10:00:00 PM,11.722,73.13,7.08
1569,05/02/21 12:00:00 AM,11.625,73.30,7.02
1570,05/02/21 02:00:00 AM,11.431,73.03,6.78
1571,05/02/21 04:00:00 AM,11.334,72.61,6.60
1572,05/02/21 06:00:00 AM,11.236,72.48,6.48
1573,05/02/21 08:00:00 AM,11.139,72.35,6.36
1574,05/02/21 10:00:00 AM,11.236,72.07,6.40
1575,05/02/21 12:00:00 PM,11.334,70.65,6.21
1576,05/02/21 02:00:00 PM,11.334,70.18,6.11
1577,05/02/21 04:00:00 PM,11.334,69.40,5.95
1578,05/02/21 06:00:00 PM,11.334,69.95,6.06
1579,05/02/21 08:00:00 PM,11.236,69.63,5.90
1580,05/02/21 10:00:00 PM,11.041,68.82,5.55
1581,05/03/21 12:00:00 AM,10.748,66.82,4.84
1582,05/03/21 02:00:00 AM,10.357,66.23,4.34
1583,05/03/21 04:00:00 AM,10.161,65.72,4.04
1584,05/03/21 06:00:00 AM,9.965,65.53,3.82
1585,05/03/21 08:00:00 AM,10.357,67.97,4.71
1586,05/03/21 10:00:00 AM,10.651,68.29,5.06
1587,05/03/21 12:00:00 PM,10.944,68.34,5.35
1588,05/03/21 02:00:00 PM,11.139,67.00,5.25
1589,05/03/21 04:00:00 PM,11.236,67.52,5.46
1590,05/03/21 06:00:00 PM,11.236,65.65,5.05
1591,05/03/21 08:00:00 PM,11.139,62.06,4.16
1592,05/03/21 10:00:00 PM,10.944,64.23,4.46
1593,05/04/21 12:00:00 AM,10.846,65.65,4.68
1594,05/04/21 02:00:00 AM,10.651,64.79,4.31
1595,05/04/21 04:00:00 AM,10.455,64.20,3.99
1596,05/04/21 06:00:00 AM,10.357,63.23,3.68
1597,05/04/21 08:00:00 AM,10.455,64.41,4.04
1598,05/04/21 10:00:00 AM,10.748,66.15,4.70
1599,05/04/21 12:00:00 PM,11.139,65.20,4.86
1600,05/04/21 02:00:00 PM,11.528,66.40,5.50
