Capteur,ID,Fichier,Temp Min (°C),Temp Max (°C),Écart Max Jour (°C),Écart Moy Jour (°C),HR Min (%),HR Max (%),% > 65% HR,% < 55% HR,% Fluct > ±10%,Lux Max,Expo >100 lux (min),Point Rosée Min (°C),Point Rosée Max (°C)
Nord,6b33beb8-5610-4a07-bfeb-5fdc1acbff21,21027238 Nord 2023-09-27 10_57_14 CET (Data CET)(1).xlsx,1.35,28.25,6.3,2.13,33.89,96.93,78.73,6.42,35.94,11704.32,143370.0,-3.17,21.52
